brand,model,price_egp,cpu,cpu_cores,cpu_max_speed,cpu_score,gpu,vram,ram,hard_capacity,display_size,refresh_rates,resolution,warranty,warranty_duration,windows_11,seller,link_to_product
Lenovo,LOQ-E 15IAX9E 83LK0071ED,"35,999.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 4050,6,16,512GB,15.6,144Hz,1920x1080,1,2,0,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-15iax9e-gaming-laptop-intel-ci5-12450hx-16gb-ram-83lk0071ed
Lenovo,LOQ 15IAX9 83GS00RXED,"35,299",Intel Core i5 12600HX,12,4.6,"24,467",NVIDIA GeForce RTX 3050,6,12,512GB,15.6,144Hz,1920x1080,1,2,0,2B,https://2b.com.eg/en/lenovo-loq-15iax9-laptop-intelr-coretm-i5-12600hx-12gb-512gb-ssd-nvidiar-geforce-rtx-3050-6gb-15-6-fhd-144hz-luna-grey.html
Lenovo,LOQ 15IRX9 83DV012HED,"35,200.00",Intel Core i5 13450HX,10,4.6,"25,038",NVIDIA GeForce RTX 3050,6,24,512GB,15.6,144Hz,1920x1080,1,2,0,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-15irx9-gaming-laptop-83dv012hed
Acer,Nitro V 15 ANV15-51-58PQ NH.QNCEM.00L,"35,000.00",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 3050,6,16,512GB,15.6,165Hz,1920x1080,1,2,1,TECHNOLOGYVALLEY,https://tv-it.com/products/acer-nitro-v-15-anv15-51-58pq-laptop-nhqncem00l
Lenovo,IdeaPad 5 14IRH9 83KX0044ED,"34,999",Intel Core i5 13420H,8,4.6,"17,401",Intel UHD Graphics,0,16,512GB,14,60Hz,1920x1200,0,0,1,B.TECH,https://beta.btech.com/en/p/lenovo-ideapad-5-14irh9-83kx0044ed-laptop-14-inch-wuxga-ips-60hz-luna-grey-with-lenovo-digital-pen-2/03604839-1311-41a9-912b-2354e9d32cba
Asus,Tuf Gaming A15 FA506NCR-HN007W,"34,999.00",AMD Ryzen 7 7435HS,8,4.5,"23,314",NVIDIA GeForce RTX 3050,4,8,512GB,15.6,144Hz,1920x1080,1,1,1,compuscience,https://compuscience.com.eg/en/laptop/4019-2570-asus-tuf-gaming-a15-fa506ncr-hn007w-r7-7435hs-8gb-ssd-512gb-rtx-3050-4gb-156-inch-fhd-144hz-win11-graphite-black.html#/72-payment_plan-cash
Lenovo,IdeaPad 5 14IRH9,"34,888",Intel Core i5 13420H,8,4.6,"17,401",Intel UHD Graphics,0,16,512GB,14,60Hz,1920x1200,1,2,1,kimostore,https://kimostore.net/products/lenovo-ideapad-5-14irh9-2in1-laptop-intel-core-i5-13420h-16gb-ram-m-2-nvme-512gb-intel-uhd-graphics-14-0-inch-wuxga-ips-touchscreen-360-60hz-win11-luna-grey?_pos=17&_fid=80ebf0845&_ss=c
MSI,Thin 15 B13UC,"34,828",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 3050,4,16,512GB,15.6,144Hz,1920x1080,1,2,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/msi-thin-15-b13uc-gaming-laptop-intel-core-i7-13620h-512gb-ssd-16gb-ram-nvidia-geforce-rtx-3050-4gb-15-6-inch-fhd-win-11-cosmos-grey
ASUS,Vivobook S 14 Flip TN3402YA LZ007W,"34,799",AMD Ryzen 7 7730U,8,4.5,"18,003",AMD Radeon Graphics,0,8,512GB,14,60Hz,1920x1200,0,0,1,B.TECH,https://beta.btech.com/en/p/asus-vivobook-s14-flip-tn3402ya-lz007w-laptop-14-inch-touchscreen-ips-60hz-display-cool-silver/0dc8709f-c54f-4939-89a5-e498b85adfdb
MSI,Thin 15 B13UC 9S7-16R831-2615,"34,799",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 3050,4,16,512GB,15.6,60Hz,1920x1080,1,1,0,2B,https://2b.com.eg/en/msi-thin-15-b13uc-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-nvidiar-geforce-rtx-3050-4gb-15-6-fhd-gray.html
MSI,Thin 15 B13UC,"34,799",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 3050,4,16,512GB,15.6,144Hz,1920x1080,1,2,1,kimostore,https://kimostore.net/products/msi-thin-15-b13uc-laptop-intel-core-i7-13620h-16gb-ram-m-2-nvme-512gb-nvidia-rtx-3050-4gb-15-6-inch-fhd-ips-144hz-win11-black?_pos=22&_fid=80ebf0845&_ss=c
Lenovo,IdeaPad Slim 3 15IRH10 - 83K100F1ED,"34,499",Intel Core i7 13620H,10,4.9,"24,111",Intel UHD Graphics,0,16,512GB,15.3,60Hz,1920x1200,0,0,1,B.TECH,https://beta.btech.com/en/p/lenovo-ideapad-slim-3-15irh10-83k100f1ed-laptop-15-3-inch-wuxga-ips-display-luna-grey-with-laptop-toploader-t210-and-wl310-mouse/56a60ebf-a7d6-4575-98b0-99ff4e40ba7d
Lenovo,LOQ 15IAX9,"34,444",Intel Core i5 12600HX,12,4.6,"24,467",NVIDIA GeForce RTX 3050,6,12,512GB,15.6,144Hz,1920x1080,1,2,0,kimostore,https://kimostore.net/products/lenovo-loq-15iax9-gaming-laptop-intel-core-i5-12600hx-12gb-ram-m-2-nvme-512gb-nvidia-rtx-3050-6gb-15-6-inch-fhd-ips-luna-grey?_pos=36&_fid=1f76ba906&_ss=c
MSI,Thin A15 B7UC 9S7-16RK11-424,"34,399",AMD Ryzen 7 7735HS,8,4.75,"23,105",NVIDIA GeForce RTX 3050,4,16,512GB,15.6,144Hz,1920x1080,1,2,0,RAYA,https://www.rayashop.com/en/msi-thin-a15-b7uc-gaming-laptop-amd-ryzen-7-7735hs-processor-156-inch-fhd-display-512-gb-ssd-16-gb-ram-ddr5-nvidia-geforce-rtx-3050-4-gb-graphics-dos-black-9s7-16rk11-424-4
HP,Pavilion x360 14-ek1019ne 9U5Y5EA,"33,999",Intel Core i5 1335U,10,4.6,"14,227",Intel Iris XE Graphics,0,8,512GB,14,60Hz,1920x1080,0,0,1,B.TECH,https://beta.btech.com/en/p/hp-pavilion-x360-14-ek1019ne-9u5y5ea-laptop-14-inch-fhd-ips-natural-silver/fa5d8d48-0275-4f7a-a7a6-4e24c9fa8dad
HP,Victus 15-fa1051ne,"33,999",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/hp-victus-15-fa1051ne-gaming-laptop-intel-core-i5-13420h-512gb-ssd-8gb-ram-nvidia-geforce-rtx-2050-15-6-inch-fhd-blue
HP,ProBook 450 G10,"33,999",Intel Core i5 1335U,10,4.6,"14,227",NVIDIA GeForce RTX 2050,4,16,1TB,15.6,60Hz,1920x1080,1,1,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/hp-probook-450-g10-business-laptop-intel-core-i5-1335u-1tb-ssd-16gb-ram-nvidia-geforce-rtx-2050-4gb-15-6-inch-fhd-silver
Asus,TUF Gaming A15 FA506NCR-HN007W 90NR0JV7-M001T0,"33,999.00",AMD Ryzen 7 7435HS,8,4.5,"23,314",NVIDIA GeForce RTX 3050,4,8,512GB,15.6,144Hz,1920x1080,1,1,1,TECHNOLOGYVALLEY,https://tv-it.com/products/asus-tuf-gaming-a15-fa506ncr-hn007w-gaming-laptop
MSI,Thin 15 B13UC,"33,899.00",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 3050,4,16,512GB,15.6,144Hz,1920x1080,1,2,0,compuscience,https://compuscience.com.eg/en/laptop/4443-3379-msi-thin-15-b13uc-i7-13620h-16gb-512-ssd-rtx3050-ddr6-4gb-156-inch-fhd-144hz-cosmos-gray.html#/72-payment_plan-cash
MSI,Thin 15 B13UC,"33,899.00",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 3050,4,16,512GB,15.6,144Hz,1920x1080,1,2,0,compuscience,https://compuscience.com.eg/en/laptop/4431-3365-asus-tuf-gaming-a14-fa401uu-rg028w-amd-r7-8845hs-16gb-ssd-512gb-rtx4050-6gb-14-wqxga-win11-gray.html#/72-payment_plan-cash
ASUS,Vivobook S 14 Flip TN3402YA-LZ007W,"33,444",AMD Ryzen 7 7730U,8,4.5,"18,003",AMD Radeon Graphics,0,8,512GB,14,60Hz,1920x1200,1,1,1,kimostore,https://kimostore.net/products/asus-vivobook-s-14-flip-tn3402ya-lz007w-laptop-amd-ryzen-7-7730u-8gb-ram-m-2-nvme-512gb-amd-radeon-graphics-14-0-inch-wuxga-ips-60hz-win11-silver?_pos=31&_fid=1f76ba906&_ss=c
MSI,Thin 15 B13UCX,"33,399",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 2050,4,16,512GB,15.6,144Hz,1920x1080,1,2,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/msi-thin-15-b13ucx-gaming-laptop-intel-core-i7-13620h-512gb-ssd-16gb-ram-nvida-geforce-rtx-2050-4gb-15-6-inch-fhd-win-11-cosmos-gray
MSI,Thin 15 B13UCX 9S7-16R831-2491,"33,399",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 2050,4,16,512GB,15.6,60Hz,1920x1080,1,2,0,RAYA,https://www.rayashop.com/en/msi-thin-15-b13ucx-gaming-laptop-intel-core-i7-13620h-processor-156-inch-fhd-display-512-gb-ssd-16-gb-ram-ddr4-nvidia-geforce-rtx-2050-4-gb-graphics-dos-cosmos-grey-9s7-16r831-2491-2
Lenovo,LOQ 15IAX9,"33,333.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 3050,6,8,512GB,15.6,144Hz,1920x1080,1,2,0,compuscience,https://compuscience.com.eg/en/laptop/3656-1489-lenovo-loq-15iax9-intel-core-i5-12450hx-8gb-ssd-512tb-gb-rtx-3050-6gb-156-fhd144hz-luna-grey.html#/72-payment_plan-cash
Lenovo,LOQ 15IAX9 83GS00SKED,"33,099",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,12,512GB,15.6,144Hz,1920x1080,1,2,1,2B,https://2b.com.eg/en/lenovo-loq-15iax9-laptop-intelr-coretm-i5-12450hx-12gb-512gb-ssd-nvidiar-geforce-rtx-2050-4gb-15-6-fhd-144hz-win11-luna-grey.html
MSI,Thin 15 B13UCX 2491XEG 9S7-16R831-2615,"33,000.00",Intel Core i7 13620H,10,4.9,"24,111",NVIDIA GeForce RTX 2050,4,16,512GB,15.6,144Hz,1920x1080,0,0,0,TECHNOLOGYVALLEY,https://tv-it.com/products/msi-thin-15-b13ucx-2491xeg-gaming-laptop
Lenovo,IdeaPad Slim 3 15IRH8 83EM007VED,"32,999",Intel Core i7 13620H,10,4.9,"24,111",Intel UHD Graphics,0,16,512GB,15.6,60Hz,1920x1080,0,0,1,B.TECH,https://beta.btech.com/en/p/lenovo-ideapad-slim-3-15irh8-83em007ved-laptop-intel-core-i7-13620h-fhd-display-integrated-intel-uhd-graphics-with-laptop-casual-toploading-bag-black-t210/8b0d8e39-3136-4ff5-a317-4549e37e89b2
ASUS,TUF FA506NFR-HN007W,"32,999",AMD Ryzen 7 7435HS,8,4.5,"23,314",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,1,Dream 2000,https://dream2000.com/en/asus-tuf-fa506nfr-ryzentm-r7-7435hs-8gbram-512gb-ssd-rtxtm-2050-15-6-fhd-graphite-black.html
Lenovo,LOQ 15IAX9E,"32,999",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 3050,6,16,512GB,15.6,144Hz,1920x1080,1,2,1,kimostore,https://kimostore.net/products/lenovo-loq-15iax9e-gaming-laptop-intel-core-i5-12450hx-16gb-ram-m-2-nvme-512gb-nvidia-rtx-3050-6gb-15-6-inch-fhd-ips-144hz-loq-m100-rgb-mouse-win11-luna-grey?_pos=35&_fid=1f76ba906&_ss=c
Lenovo,LOQ Essential 15IAX9E 83LK0060ED,"32,999.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 3050,6,16,512GB,15.6,144Hz,1920x1080,1,2,1,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-essential-15iax9e-gaming-laptop-83lk0060ed
Lenovo,LOQ 15IAX9 83GS0071AX,"32,500.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,16,512GB,15.6,144Hz,1920x1080,1,1,0,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-15iax9-gaming-laptop-83gs0071ax
Dell,Latitude 3540,"31,999",Intel Core i5 1335U,10,4.6,"14,227",Intel Iris XE Graphics,0,8,512GB,15.6,60Hz,1920x1080,1,1,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/dell-latitude-3540-intel-core-i5-1335u-512gb-ssd-8gb-ram-intel-iris-xe-graphics-15-6-inch-fhd
Lenovo,IdeaPad Slim 3 15IRH10,"31,999",Intel Core i7 13620H,10,4.9,"24,111",Intel UHD Graphics,0,16,512GB,15.3,60Hz,1920x1200,1,2,1,kimostore,https://kimostore.net/products/lenovo-ideapad-slim-3-15irh10-laptop-intel-core-i7-13620h-16gb-ram-m-2-nvme-512gb-intel-uhd-graphics-15-3-inch-wuxga-ips-win11-luna-gray?_pos=14&_fid=80ebf0845&_ss=c
ASUS,TUF Gaming A15 FA506NFR-HN007W,"31,999",AMD Ryzen 7 7435HS,8,4.5,"23,314",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,1,RAYA,https://www.rayashop.com/en/asus-tuf-a15-fa506nfr-hn007w-gaming-laptop-amd-ryzen-7-7435hs-processor-15-6-inch-fhd-display-512-gb-ssd-8-gb-ram-ddr5-nvidia-geforce-rtx-2050-4-gb-graphics-win11-home-graphite-black-90nr0ju7-m000r0
Lenovo,LOQ Essential 15IAX9E 83LK0070ED,"31,999.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,2,0,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-essential-15iax9e-gaming-laptop-intel-ci5-12450hx-83lk0070ed
HP,Victus 15-FA1033NIA,"31,999",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,0,kimostore,https://kimostore.net/products/hp-victus-15-fa1033nia-gaming-laptop-intel-core-i5-13420h-8gb-ram-m-2-nvme-512gb-nvidia-rtx-2050-4gb-15-6-inch-fhd-ips-144hz-performance-blue?_pos=26&_fid=1f76ba906&_ss=c
HP,Victus 15-FA1034NIA,"31,999",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,0,kimostore,https://kimostore.net/products/hp-victus-15-fa1034nia-gaming-laptop-intel-core-i5-13420h-8gb-ram-m-2-nvme-512gb-nvidia-rtx-2050-4gb-15-6-inch-fhd-ips-144hz-mica-silver?_pos=28&_fid=1f76ba906&_ss=c
Acer,Nitro V15 ANV15-51-58S2,"31,499",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,60Hz,1920x1080,1,2,1,2B,https://2b.com.eg/en/acer-nitro-v15-anv15-51-58s2-laptop-intelr-coretm-i5-13420h-8gb-512gb-ssd-nvidiar-geforcer-rtx-2050-4gb-15-6-fhd-win11-finger-print-black.html
HP,Victus 15-fa1034nia,"31,499",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/hp-victus-15-fa1034nia-gaming-laptop-intel-core-i5-13420h-512-gb-ssd-8gb-ram-nvidia-geforce-rtx-2050-4gb-15-6inch-fhd-black
HP,Victus 15-fa1033nia,"31,499",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/hp-victus-15-fa1033nia-gaming-laptop-intel-core-i5-13420h-512gb-ssd-8gb-ram-nvidia-geforce-rtx-2050-4-gb-15-6-inch-fhd-performance-blue
HP,Victus 15-FA1052NE,"31,499",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,0,EGYPTLAPTOP,https://egyptlaptop.com/laptops/hp-victus-15-fa1052ne-intel-core-i5-13420h-512gb-ssd-8gb-ram-nvidia-geforce-rtx-2050-4gb-15-6-inch-fhd-en
HP,Envy x360 15-EW1058WM,"30,999",Intel Core i5 1335U,10,4.6,"14,227",Intel Iris XE Graphics,0,8,512GB,16.1,60Hz,1920x1080,1,1,1,EGYPTLAPTOP,https://egyptlaptop.com/laptops/hp-envy-x360-15-ew1058wm-intel-core-i5-1335u-512gb-ssd-8gb-ram-intel-iris-xe-graphics-15-6-inch-fhd-win-11
Lenovo,LOQ 15IAX9 83GS00FJED,"30,999.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,12,512GB,15.6,144Hz,1920x1080,0,0,1,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-15iax9-gaming-laptop-83gs00fjed
Lenovo,Lenovo IdeaPad Slim 3,"30,899",Intel Core i7 13620H,10,4.9,"24,111",Intel UHD Graphics,0,16,512GB,15.6,60Hz,1920x1080,0,0,0,B.TECH,https://beta.btech.com/en/p/lenovo-ideapad-slim-3-laptop-15-6-inch-fhd-display-arctic-grey-with-casual-toploader-handbag-for-15-6-inch-laptops-black-t210/761dbafb-d6bc-4e79-8fcb-db1034adffd2
Asus,Tuf Gaming A15 FA506NFR-HN007W,"30,499.00",AMD Ryzen 7 7435HS,8,4.5,"23,314",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,1,1,compuscience,https://compuscience.com.eg/en/laptop/4018-2567-asus-tuf-gaming-a15-fa506nfr-hn007w-r7-743-h-8gb-ssd-512gb-rtx-2050-4gb-156-inch-fhd-144hz-win11-graphite-black.html#/72-payment_plan-cash
Lenovo,LOQ 15IAX9,"30,444",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,12,512GB,15.6,144Hz,1920x1080,1,2,1,kimostore,https://kimostore.net/products/lenovo-loq-15iax9-gaming-laptop-intel-core-i5-12450hx-12gb-ram-m-2-nvme-512gb-nvidia-rtx-2050-4gb-15-6-inch-fhd-ips-144hz-win11-luna-grey?_pos=19&_fid=80ebf0845&_ss=c
Lenovo,LOQ 15IAX9 83GS008QED,"29,999.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,1,2,0,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-15iax9-gaming-laptop-83gs008qed
Lenovo,LOQ 15IAX9 83GS00SKED,"29,500.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,12,512GB,15.6,144Hz,1920x1080,1,2,1,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-e-15iax9e-gaming-laptop-83gs00sked
Acer,Nitro V 15 ANV15-51-58S2,"29,500.00",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,165Hz,1920x1080,1,2,1,TECHNOLOGYVALLEY,https://tv-it.com/products/acer-nitro-v-15-anv15-51-58s2-laptop-nhqndem006
Lenovo,LOQ Essential 15IAX9E 83LK0062ED,"28,999.00",Intel Core i5 12450HX,8,4.4,"18,233",NVIDIA GeForce RTX 2050,4,16,512GB,15.6,144Hz,1920x1080,1,2,0,TECHNOLOGYVALLEY,https://tv-it.com/products/lenovo-loq-15iax9e-gaming-laptop-83lk0062ed
MSI,Thin 15 B13UCX 9S7-16R831-2891,"27,000.00",Intel Core i5 13420H,8,4.6,"17,401",NVIDIA GeForce RTX 2050,4,8,512GB,15.6,144Hz,1920x1080,0,0,0,TECHNOLOGYVALLEY,https://tv-it.com/products/msi-thin-15-b13ucx-gaming-laptop-intel-ci7-13620h-9s7-16r831-2891
